,links,names,Type,Duration,Price,difficulty,Description,platform
64,https://online-learning.harvard.edu/course/women-making-history-ten-objects-many-stories?delta=3,"Women Making History: Ten Objects, Many Stories",Humanities,8 weeks long,Free*,Introductory,"As we approach the centennial of the passage of women’s suffrage in 1920, there has been a recent burst of activism among American women. Women are running for political office in record numbers. Women are organizing and taking to the streets to demand change. Women are grappling with inclusion and intersectionality.",edX
65,https://online-learning.harvard.edu/course/remote-work-revolution-everyone?delta=0,Remote Work Revolution for Everyone,Business,3 weeks long,Free*,Introductory,How are you thriving or surviving in your remote work environment? ,edX
66,https://online-learning.harvard.edu/course/ph556x-practical-improvement-science-health-care-roadmap-getting-results?delta=1,Practical Improvement Science in Health Care: A Roadmap for Getting Results,Business,7 weeks long,Free*,Introductory,"Developed through a collaboration between HarvardX and the Institute for Healthcare Improvement, PH 556x: Practical Improvement Science in Health Care: A roadmap for getting results will provide learners with the valuable skills and simple, well-tested tools they need to translate promising innovations or evidence into practice. A group of expert faculty will explore a scientific approach to improvement — a practical, rigorous methodology that includes a theory of change, measurable aims, and iterative, incremental small tests of change to determine if improvement concepts can be implemented effectively in practice. Faculty will present this science through the lens of improving health and health care, but will also share examples of how improvement can (and does) influence our daily lives.",edX
67,https://online-learning.harvard.edu/course/shakespeares-life-and-work?delta=1,Shakespeare's Life and Work,Humanities,4 weeks long,Free*,Introductory,How do we read Shakespeare? Do his plays belong to the past or the present? To a famed dramatic genius or to readers and audiences around the globe? What do his plays really mean?,edX
68,https://online-learning.harvard.edu/course/shakespeare%E2%80%99s-merchant-venice-shylock?delta=2,Shakespeare’s Merchant of Venice: Shylock,Humanities,4 weeks long,Free*,Introductory,Harvard professor Stephen Greenblatt (John Cogan University Professor of the Humanities) guides learners through an exploration of Shakespeare’s unforgettable character Shylock in The Merchant of Venice and his historical origins.,edX
69,https://online-learning.harvard.edu/course/shakespeares-hamlet-ghost?delta=2,Shakespeare’s Hamlet: The Ghost,Humanities,4 weeks long,Free*,Introductory,"In the first act of William Shakespeare’s Hamlet, the Ghost of the dead King of Denmark appears to his son, setting off a chain of events that culminates in the play’s notoriously bloody finale. But how would this mysterious figure have been understood in Shakespeare’s world?",edX
70,https://online-learning.harvard.edu/course/japanese-books-manuscript-print?delta=1,Japanese Books: From Manuscript to Print,Humanities,9 weeks long,Free*,Introductory,"This course expands the definition of the “book” to include scrolls and albums, focusing on the reading experience of a variety of formats in Japan. You will begin by examining rare and beautifully preserved manuscripts in the Harvard Art Museums in an introduction exploring the material properties of Japanese books and scrolls, binding techniques, and important terminology. An examination of the illustrated scroll comes next, through a unit on the short story and visual storytelling in premodern Japan. The course concludes with The Tale of Genji , an overview of how this celebrated epic from the eleventh century was read and illustrated in every conceivable format, from scroll, to album, to printed book, into the modern era.",edX
71,https://online-learning.harvard.edu/course/shakespeares-othello-moor?delta=2,Shakespeare’s Othello: The Moor,Humanities,4 weeks long,Free*,Introductory,"In this course, we'll read William Shakespeare’s Othello and discuss the play from a variety of perspectives. The goal of the course is not to cover everything that has been written on Othello. Rather, it is to find a single point of entry to help us think about the play as a whole. Our entry point is storytelling.  We'll look at the ways in which Shakespeare's characters tell stories within the play––about themselves, to themselves, and to each other. We'll consider, too, how actors, directors, composers, and other artists tell stories through Othello in performance. By focusing on storytelling, we can see how the play grapples with larger issues including power, identity, and the boundary between fact and fiction. From lectures filmed on-location in Venice, London, and Stratford-upon Avon to conversations with artists, academics, and librarians at Harvard, students will have unprecedented access to a range of resources for ""unlocking"" Shakespeare's classic play.",edX
72,https://online-learning.harvard.edu/tangible-things?delta=1,Tangible Things,Humanities,10 weeks long,Free*,Introductory,"Have you ever wondered about how museum, library, and other kinds of historical or scientific collections all come together? Or how and why curators, historians, archivists, and preservationists do what they do?",edX
73,https://online-learning.harvard.edu/course/entrepreneurship-in-emerging-economies?delta=3,Entrepreneurship in Emerging Economies,Business,6 weeks long,Free*,Introductory,"This business and management course, taught by Harvard Business School professor Tarun Khanna, takes an interdisciplinary approach to understanding and solving complex social problems. You will learn about prior attempts to address these problems, identify points of opportunity for smart entrepreneurial efforts, and propose and develop your own creative solutions.",edX
74,https://online-learning.harvard.edu/course/cancer-survivorship-optimizing-care-and-outcomes?delta=0,Cancer Survivorship: Optimizing Care and Outcomes,Health & Medicine,self paced,$275+,Advanced,"This HMS CME Online course is targeted to Primary Care Physicians, Community and Academic Oncologists, Hematologists and other medical and surgical specialists. We also encourage Nurses, Nurse Practitioners, Physician Assistants, Psychologists, and Social Workers who care for cancer patients and survivors to take the course. ",HMS Continuing Education
75,https://online-learning.harvard.edu/course/architectural-imagination?delta=3,The Architectural Imagination,Art & Design,10 weeks long,Free*,Introductory,"Architecture engages a culture’s deepest social values and expresses them in material, aesthetic form. This course will teach you how to understand architecture as both cultural expression and technical achievement. Vivid analyses of exemplary buildings, and hands-on exercises in drawing and modeling, will bring you closer to the work of architects and historians.",edX
76,https://online-learning.harvard.edu/course/cs50s-understanding-technology-0?delta=0,CS50's Understanding Technology,Programming,6 weeks long,Free*,Introductory,"This is CS50's introduction to technology for students who don’t (yet) consider themselves computer persons. Designed for those who work with technology every day but don’t necessarily understand how it all works underneath the hood or how to solve problems when something goes wrong, this course fills in the gaps, empowering you to use and troubleshoot technology more effectively. Through lectures on hardware, the Internet, multimedia, security, programming, and web development, this course equips you for today’s technology and prepares you for tomorrow’s as well.",edX
77,https://online-learning.harvard.edu/course/cs50s-introduction-programming-scratch?delta=0,CS50's Introduction to Programming with Scratch,Computer Science,3 weeks long,Free*,Introductory,"An introduction to programming using Scratch, a visual programming language via which aspiring programmers can write code by dragging and dropping graphical blocks (that resemble puzzle pieces) instead of typing out text. Used at the start of Harvard College's introductory course in computer science, CS50, Scratch was designed at MIT's Media Lab, empowering students with no prior programming experience to design their own animations, games, interactive art, and stories. Using Scratch, this course introduces students to fundamentals of programming, found not only in Scratch itself but in traditional text-based languages (like Java and Python) as well. Topics include: functions, which are instructions that perform tasks; return values, which are results that functions provide; conditions, via which programs can decide whether or not to perform some action; loops, via which programs can take action again and again; variables, via which programs can remember information; and more. Ultimately, this course prepares students for subsequent courses in programming.",edX
78,https://online-learning.harvard.edu/course/cs50s-computer-science-business-professionals-0?delta=0,CS50's Computer Science for Business Professionals,Programming,6 weeks long,Free*,Introductory,"This is CS50’s introduction to computer science for business professionals, designed for managers, product managers, founders, and decision-makers more generally. Whereas CS50 itself takes a bottom-up approach, emphasizing mastery of low-level concepts and implementation details thereof, this course takes a top-down approach, emphasizing mastery of high-level concepts and design decisions related thereto. Through lectures on computational thinking, programming languages, internet technologies, web development, technology stacks, and cloud computing, this course empowers you to make technological decisions even if not a technologist yourself. You’ll emerge from this course with first-hand appreciation of how it all works and all the more confident in the factors that should guide your decision-making.",edX
79,https://online-learning.harvard.edu/course/19th-century-opera-meyerbeer-wagner-verdi?delta=2,"19th-Century Opera: Meyerbeer, Wagner, & Verdi",Art & Design,6 weeks long,Free*,Introductory,"Travel through central Europe in the 1800s to experience the premieres of Meyerbeer’s Les Huguenots, Wagner’s Das Rheingold, and Verdi’s Otello. A complement to our course on 18th-century opera, you’ll be introduced to opera through an in-depth study of these canonical works. You’ll learn about the musical details of each opera and the cultural influence of the works by understanding the circumstances of its composition, premiere performance, and its legacy and significance today.",edX
80,https://online-learning.harvard.edu/course/cell-biology-mitochondria?delta=1,Cell Biology: Mitochondria,Science,4 weeks long,Free*,Introductory,"The cell is a powerful case study to help us explore the functional logic of living systems. All organisms, from single-celled algae to complex multicellular organisms like us, are made up of cells. In this course, you will learn the how and why of biology by exploring the function of the molecular components of cells, and how these cellular components are organized in a complex hierarchy.",edX
81,https://online-learning.harvard.edu/course/18th-century-opera-handel-mozart?delta=2,18th-Century Opera: Handel & Mozart,Art & Design,5 weeks long,Free*,Introductory,"In this breathtaking course, you'll get to know the music of two beautiful operas — both in their spellbinding artistry and colorful histories.",edX
82,https://online-learning.harvard.edu/course/fundamentals-neuroscience-part-2-neurons-and-networks?delta=2,"Fundamentals of Neuroscience, Part 2: Neurons and Networks",Science,6 weeks long,Free*,Introductory,"Neurons in isolation are fascinating and complicated, but the real magic of neuroscience happens in the interaction between neurons. In this course, we examine how neurons pass signals to one another and how complex dynamics can result from just a few neurons arranged in relatively simple circuits.",edX
83,https://online-learning.harvard.edu/course/humanitarian-response-conflict-and-disaster?delta=2,Humanitarian Response to Conflict and Disaster,Health & Medicine,5 weeks long,Free*,Introductory,"From the Syrian refugee crisis to the West Africa Ebola outbreak, humanitarian emergencies have reached unprecedented dimensions and proportions. As need for humanitarian aid grows, how can efforts to alleviate human suffering evolve with it?",edX
84,https://online-learning.harvard.edu/course/bioethics-law-medicine-and-ethics-reproductive-technologies-and-genetics?delta=2," Bioethics: The Law, Medicine, and Ethics of Reproductive Technologies and Genetics",Humanities,10 weeks long,Free*,Introductory,"Bioethics provides an overview of the legal, medical, and ethical questions around reproduction and human genetics and how to apply legal reasoning to these questions.",edX
85,https://online-learning.harvard.edu/course/fundamentals-neuroscience-part-1-electrical-properties-neuron?delta=2,"Fundamentals of Neuroscience, Part 1: The Electrical Properties of the Neuron",Science,5 weeks long,Free*,Introductory,Fundamentals of Neuroscience is a three-course series that explores the structure and function of the nervous system—from the inner workings of a single nerve cell to the staggering complexity of the brain and the social interactions they enable.,edX
86,https://online-learning.harvard.edu/course/fundamentals-neuroscience-part-3-brain?delta=2,"Fundamentals of Neuroscience, Part 3: The Brain",Science,8 weeks long,Free*,Introductory,"The human brain is a fantastically complex system, capable of transforming a torrent of incoming information into thought and action. In this course, we will look at how the various subsystems of the brain work together to enable us to survive and thrive in a changing world.",edX
87,https://online-learning.harvard.edu/course/introduction-digital-humanities?delta=2,Introduction to Digital Humanities,Humanities,7 weeks long,Free*,Introductory,"As primary sources of information are more frequently digitized and available online than ever before, how can we use those sources to ask new questions? How did Chinese families organize themselves and their landscapes in China’s past? How did African slaves from different cultures form communities in the Americas? What influences informed the creation and evolution of Broadway musicals? How can I understand or interpret 1,000 books all at once? How can I create a visualization that my students can interact with? The answers to these questions can be explored using a wide variety of digital tools, methods, and sources.",edX
88,https://online-learning.harvard.edu/course/exercising-leadership-foundational-principles?delta=0,Exercising Leadership: Foundational Principles,Business,4 weeks long,Free*,Introductory,"The crises of our time generate enormous adaptive challenges for our families, organizations, communities, and societies. The need for leadership that can mobilize people to meet these challenges and improve life is critical.",edX
89,https://online-learning.harvard.edu/course/causal-diagrams-draw-your-assumptions-your-conclusions?delta=2,Causal Diagrams: Draw Your Assumptions Before Your Conclusions,Data Science,9 weeks long,Free*,Introductory,"Causal diagrams have revolutionized the way in which researchers ask: Does X have a causal effect on Y? They have become a key tool for researchers who study the effects of treatments, exposures, and policies. By summarizing and communicating assumptions about the causal structure of a problem, causal diagrams have helped clarify apparent paradoxes, describe common biases, and identify adjustment variables. As a result, a sound understanding of causal diagrams is becoming increasingly important in many scientific disciplines.",edX
90,https://online-learning.harvard.edu/course/path-happiness-what-chinese-philosophy-teaches-us-about-good-life?delta=1,The Path to Happiness: What Chinese Philosophy Teaches Us about the Good Life,Humanities,7 weeks long,Free*,Introductory,"Today, finding happiness is about mindfulness and discovering your true self. You may have heard that happiness is found by looking within. Ancient Chinese philosophy challenges all of these modern assumptions. From Confucianism to Daoism, the philosophies developed over two thousand years ago are among the most powerful in human history. ",edX
91,https://online-learning.harvard.edu/course/causal-diagrams-draw-your-assumptions-your-conclusions?delta=2,Causal Diagrams: Draw Your Assumptions Before Your Conclusions,Data Science,9 weeks long,Free*,Introductory,"Causal diagrams have revolutionized the way in which researchers ask: Does X have a causal effect on Y? They have become a key tool for researchers who study the effects of treatments, exposures, and policies. By summarizing and communicating assumptions about the causal structure of a problem, causal diagrams have helped clarify apparent paradoxes, describe common biases, and identify adjustment variables. As a result, a sound understanding of causal diagrams is becoming increasingly important in many scientific disciplines.",edX
92,https://online-learning.harvard.edu/course/anatomyx-musculoskeletal-cases?delta=3,Human Anatomy: Musculoskeletal Cases,Science,7 weeks long,Free*,Intermediate,Human Anatomy: Musculoskeletal Cases invites students to join medical and basic science faculty at Harvard Medical School (HMS) to learn about musculoskeletal injuries commonly seen in clinical practice. ,edX
93,https://online-learning.harvard.edu/course/strengthening-community-health-worker-programs?delta=1,Strengthening Community Health Worker Programs,Health & Medicine,6 weeks long,Free*,Introductory,"Despite medical and technological advances, half of the world’s population lacks access to essential health services, and over 8.9 million preventable deaths occur every year. There is an acute global shortage of health workers, a gap that will grow to 18 million by 2030. Studies show that training high-performing community health workers can help close these gaps and save more than 3 million lives annually. ",edX
94,https://online-learning.harvard.edu/course/data-science-linear-regression?delta=3,Data Science: Linear Regression,Data Science,8 weeks long,Free*,Introductory,"Linear regression is commonly used to quantify the relationship between two or more variables. It is also used to adjust for confounding. This course, part of our Professional Certificate Program in Data Science, covers how to implement linear regression and adjust for confounding in practice using R.",edX
95,https://online-learning.harvard.edu/course/data-science-visualization?delta=3,Data Science: Visualization,Data Science,8 weeks long,Free*,Introductory,"As part of our Professional Certificate Program in Data Science, this course covers the basics of data visualization and exploratory data analysis. We will use three motivating examples and ggplot2, a data visualization package for the statistical programming language R. We will start with simple datasets and then graduate to case studies about world health, economics, and infectious disease trends in the United States.",edX
96,https://online-learning.harvard.edu/course/data-science-machine-learning?delta=3,Data Science: Machine Learning,Computer Science,8 weeks long,Free*,Introductory,"Perhaps the most popular data science methodologies come from machine learning. What distinguishes machine learning from other computer guided decision processes is that it builds prediction algorithms using data. Some of the most popular products that use machine learning include the handwriting readers implemented by the postal service, speech recognition, movie recommendation systems, and spam detectors.",edX
97,https://online-learning.harvard.edu/course/data-science-capstone?delta=3,Data Science: Capstone,Data Science,2 weeks long,Free*,Introductory,"To become an expert data scientist you need practice and experience. By completing this capstone project you will get an opportunity to apply the knowledge and skills in R data analysis that you have gained throughout the series. This final project will test your skills in data visualization, probability, inference and modeling, data wrangling, data organization, regression, and machine learning.",edX
98,https://online-learning.harvard.edu/course/data-science-probability?delta=2,Data Science: Probability,Data Science,8 weeks long,Free*,Introductory,"In this course, part of our Professional Certificate Program in Data Science, you will learn valuable concepts in probability theory. The motivation for this course is the circumstances surrounding the financial crisis of 2007–2008. Part of what caused this financial crisis was that the risk of some securities sold by financial institutions was underestimated. To begin to understand this very complicated event, we need to understand the basics of probability. ",edX
99,https://online-learning.harvard.edu/course/data-science-inference-and-modeling?delta=1,Data Science: Inference and Modeling,Data Science,8 weeks long,Free*,Introductory,"Statistical inference and modeling are indispensable for analyzing data affected by chance, and thus essential for data scientists. In this course, you will learn these key concepts through a motivating case study on election forecasting. ",edX
100,https://online-learning.harvard.edu/course/data-science-productivity-tools?delta=3,Data Science: Productivity Tools,Data Science,8 weeks long,Free*,Introductory,"A typical data analysis project may involve several parts, each including several data files and different scripts with code. Keeping all this organized can be challenging.",edX
101,https://online-learning.harvard.edu/course/using-python-research?delta=1,Using Python for Research,Computer Science,5 weeks long,Free*,Intermediate,"This course bridges the gap between introductory and advanced courses in Python. While there are many excellent introductory Python courses available, most typically do not go deep enough for you to apply your Python skills to research projects. In this course, after first reviewing the basics of Python 3, we learn about tools commonly used in research settings.",edX
102,https://online-learning.harvard.edu/course/data-science-wrangling?delta=3,Data Science: Wrangling,Data Science,8 weeks long,Free*,Introductory,"In this course, part of our Professional Certificate Program in Data Science, we cover several standard steps of the data wrangling process like importing data into R, tidying data, string processing, HTML parsing, working with dates and times, and text mining. Rarely are all these wrangling steps necessary in a single analysis, but a data scientist will likely face them all at some point. ",edX
103,https://online-learning.harvard.edu/course/data-science-r-basics?delta=3,Data Science: R Basics,Data Science,8 weeks long,Free*,Introductory,"The first in our Professional Certificate Program in Data Science, this course will introduce you to the basics of R programming. You can better retain R when you learn it to solve a specific problem, so you’ll use a real-world dataset about crime in the United States. You will learn the R skills needed to answer essential questions about differences in crime across the different states.",edX
104,https://online-learning.harvard.edu/course/american-government-constitutional-foundations?delta=2,American Government: Constitutional Foundations,Social Sciences,4 weeks long,Free*,Introductory,"“We the People” are the opening words of the U.S. Constitution, yet the original document did not give citizens much say in the election of their officials. Though some of those issues have been addressed, substantial barriers—gerrymandering, voter registration, and voter ID laws—still restrain the power of the vote. Why? How can a country, founded more than 200 years ago on the ideals of liberty, equality, and individualism, still struggle to empower all of its citizens equally?",edX
105,https://online-learning.harvard.edu/course/citizen-politics-america-public-opinion-elections-interest-groups-and-media?delta=2,"Citizen Politics in America: Public Opinion, Elections, Interest Groups, and the Media",Social Sciences,4 weeks long,Free*,Introductory,"Public opinion has a powerful yet inexact influence on elected officials. Politicians risk their careers if they ignore it, yet its power is not easy to capture nor quantify. This course will look at how political parties, campaigns, social movements, special interests, and the news media all play a role in influencing public opinion. ",edX
106,https://online-learning.harvard.edu/course/us-public-policy-social-economic-and-foreign-policies?delta=2,"U.S. Public Policy: Social, Economic, and Foreign Policies",Social Sciences,4 weeks long,Free*,Introductory,"Public policy puts laws into action. The executive branch directs the combined activities of the federal government to address a multitude of problems, from the environment to the economy. The policies of the United States affect social issues, economic growth, taxes, regulation, and foreign affairs. This course will take a broad view of public policy in America but will use specific examples, such as the 2008 economic downturn and climate change, to illustrate the wide-ranging effects of those policies.",edX
107,https://online-learning.harvard.edu/course/american-government-constitutional-foundations?delta=2,American Government: Constitutional Foundations,Social Sciences,4 weeks long,Free*,Introductory,"“We the People” are the opening words of the U.S. Constitution, yet the original document did not give citizens much say in the election of their officials. Though some of those issues have been addressed, substantial barriers—gerrymandering, voter registration, and voter ID laws—still restrain the power of the vote. Why? How can a country, founded more than 200 years ago on the ideals of liberty, equality, and individualism, still struggle to empower all of its citizens equally?",edX
108,https://online-learning.harvard.edu/course/einstein-revolution?delta=1,The Einstein Revolution,Humanities,14 weeks long,Free*,Introductory,"Albert Einstein has become the icon of modern science. Following his scientific, cultural, philosophical, and political trajectory, this course aims to track the changing role of physics in the 20th and 21st centuries. This history course addresses Einstein's engagement with relativity, quantum mechanics, Nazism, nuclear weapons, philosophy, the arts, and technology, and raises basic questions about what it means to understand physics in its broader history. Participants in the course will follow seventeen lessons, each of which will present a mix of science (no prerequisites!) and the broader, relevant cultural surround. Some weeks will examine the physics concepts, while others will see excerpts of films or discuss modernist poetry that took off from relativity. Or we might be looking at the philosophical roots and philosophical consequences of Einstein’s works. At other times we will be fully engaged with historical and political questions: the building, dropping, and proliferation of nuclear weapons, for example. Typically, in a lesson (about an hour of streamed material), there will be opportunities for individual mini-essay writing, some multiple choice questions to bolster your understanding of the science, and a group activity which might one week be a debate and another a collective commentary on elements of an artwork from 1920s Weimar Germany.",edX
109,https://online-learning.harvard.edu/course/introduction-probability-edx?delta=2,Introduction to Probability (on edX),Mathematics,10 weeks long,Free*,Intermediate,"Probability and statistics help to bring logic to a world replete with randomness and uncertainty. This course will give you the tools needed to understand data, science, philosophy, engineering, economics, and finance. You will learn not only how to solve challenging technical problems, but also how you can apply those solutions in everyday life.",edX
110,https://online-learning.harvard.edu/course/pyramids-giza-ancient-egyptian-art-and-archaeology?delta=2,Pyramids of Giza: Ancient Egyptian Art and Archaeology,Art & Design,8 weeks long,Free*,Introductory,"Where is Giza? How were the Pyramids built? How did the cemeteries and hundreds of decorated tombs around them develop? What was Giza’s contribution to this first great age of ancient Egyptian civilization, the Old Kingdom?",edX
111,https://online-learning.harvard.edu/course/leaders-learning?delta=2,Leaders of Learning ,Education & Teaching,10 weeks long,Free*,Introductory,"All of us carry explicit or implicit theories of learning. They manifest themselves in the ways we learn, the ways we teach, and the ways we think about leadership and learning.",edX
112,https://online-learning.harvard.edu/course/calculus-applied?delta=2,Calculus Applied!,Mathematics,10 weeks long,Free*,Intermediate,"In this course, we go beyond the calculus textbook, working with practitioners in social, life, and physical sciences to understand how calculus and mathematical models play a role in their work.",edX
113,https://online-learning.harvard.edu/course/energy-within-environmental-constraints?delta=2,Energy Within Environmental Constraints,Science,10 weeks long,Free*,Introductory,"Humanity faces an immense challenge: providing abundant energy to everyone without wrecking the planet. If we want a high-energy future while protecting the natural world for our children, we must consider the environmental consequences of energy production and use. But money matters too: energy solutions that ignore economic costs are not realistic, particularly in a world where billions of people currently can’t afford access to basic energy services. How can we proceed?",edX
114,https://online-learning.harvard.edu/course/lessons-ebola-preventing-next-pandemic?delta=2,Lessons from Ebola: Preventing the Next Pandemic,Health & Medicine,4 weeks long,Free*,Introductory,"Like no other event in recent history, the 2014 Ebola outbreak has made clear the fragility of existing health systems. While responding to the current epidemic is critical, we also have an opportunity to learn lessons to prevent the next global health catastrophe, forge partnerships across borders and disciplines, and demonstrate our commitment to value all human lives.",edX
115,https://online-learning.harvard.edu/course/improving-global-health-focusing-quality-and-safety?delta=3,Improving Global Health: Focusing on Quality and Safety,Health & Medicine,8 weeks long,Free*,Intermediate,"Improving access to healthcare is only as useful as the quality of care provided. Many agree that quality is important – but what is it? How do we define it? How do we measure it? And most importantly, how might we make it better?",edX
116,https://online-learning.harvard.edu/course/child-protection-childrens-rights-theory-and-practice?delta=2,Child Protection: Children's Rights in Theory and Practice,Social Sciences,16 weeks long,Free*,Introductory,"Across the world, children are at risk from violence, abuse, exploitation, and neglect. Conflict and natural disasters have forced millions to flee their homes and confront the dangers of migration and displacement. Commercial sexual exploitation and trafficking, child labor, and child marriage are problems in many countries. At-risk children and adolescents need their rights enforced if we are to protect them from harm and to ensure that they develop to their full potential.",edX
117,https://online-learning.harvard.edu/course/prescription-drug-regulation-cost-and-access-current-controversies-context?delta=0,"Prescription Drug Regulation, Cost, and Access: Current Controversies in Context",Health & Medicine,8 weeks long,Free*,Introductory,Prescription drugs are among the most common health care interventions and have turned many once-fatal diseases into manageable conditions — but they have also been a growing source of controversy. Patients and physicians in the US struggle with increasing costs and express concerns about why certain conditions like Alzheimer’s disease remain without therapeutic options.,edX
118,https://online-learning.harvard.edu/course/sensitive-gut?delta=0,The Sensitive Gut,Health & Medicine,self paced,$30,Introductory,"This fascinating Harvard Health Publishing online course reveals how your digestive system works and explains in clear, concise, everyday language the most common reasons for abdominal pain and the best ways to get relief. ",Other
119,https://online-learning.harvard.edu/course/international-finance-policy-regulation-and-transactions-2?delta=0,"International Finance: Policy, Regulation, and Transactions",Social Sciences,10 weeks long,"$1,900",Advanced,"A clear understanding of how the global financial system works and how it is regulated is essential for success in finance-related roles. International Finance: Policy, Regulation, and Transactions (IF) provides an overview of fundamentals and emerging policy issues for the global financial system that will be needed by financial professionals, lawyers and policy makers who wish to advance in their careers.",Executive Education
120,https://online-learning.harvard.edu/course/leadership-creating-public-value?delta=0,Leadership: Creating Public Value,Social Sciences,7 weeks long,Free*,Introductory,Are you ready to take up the challenge of public leadership? ,edX
121,https://online-learning.harvard.edu/course/rhetoric-art-persuasive-writing-and-public-speaking?delta=3,Rhetoric: The Art of Persuasive Writing and Public Speaking,Humanities,8 weeks long,Free*,Introductory,"We are living in a contentious time in history. Fundamental disagreements on critical political issues make it essential to learn how to make an argument and analyze the arguments of others. This ability will help you engage in civil discourse and make effective changes in society. Even outside the political sphere, conveying a convincing message can benefit you throughout your personal, public, and professional lives.",edX
122,https://online-learning.harvard.edu/course/justice-today-money-markets-and-morals-edx?delta=1,"Justice Today: Money, Markets, and Morals (edX)",Humanities,8 weeks long,Free*,Introductory,"Should you be able to buy a vote, citizenship, or college admission? Would you bet on someone else’s life—or, more accurately their death date? What about paying to see the exploitation of a person? ",edX
123,https://online-learning.harvard.edu/course/christianity-through-its-scriptures?delta=1,Christianity Through Its Scriptures,Humanities,4 weeks long,Free*,Introductory,"Christianity is a global religion. From modest beginnings 2,000 years ago, it has grown to encompass nearly a third of the human population. Diverse in languages, cultures, histories, and creeds, Christians nonetheless share a common collection of sacred scripture called the Bible.",edX
124,https://online-learning.harvard.edu/course/technology-entrepreneurship-lab-market?delta=2,Technology Entrepreneurship: Lab to Market,Business,5 weeks long,Free*,Introductory,"Universities, government labs, and private companies invest billions of dollars in the research and development of breakthrough technologies that have the potential to transform industries and lives — but very few of these technologies ever leave the lab. Those that do often fail to find compelling market applications. So what determines success? How does an invention become an enduring innovation?",edX
125,https://online-learning.harvard.edu/course/buddhism-through-its-scriptures?delta=2,Buddhism Through Its Scriptures,Humanities,4 weeks long,Free*,Introductory,"Whether you are new to the study of Buddhism or have been studying it or practicing it for years, this course will provide you with the opportunity to become acquainted with a variety of Buddhist teachings while guiding you to think about them, and yourself, in new ways.",edX
126,https://online-learning.harvard.edu/course/islam-through-its-scriptures?delta=1, Islam Through Its Scriptures,Humanities,4 weeks long,Free*,Introductory,"How can you improve your understanding of Islam and its most important holy text, the Quran? How can you make sense of a tradition and a text that have been interpreted in different ways across vast geographical spaces for nearly a millennium and a half?",edX
127,https://online-learning.harvard.edu/course/sikhism-through-its-scriptures-0?delta=1, Sikhism Through Its Scriptures,Humanities,4 weeks long,Free*,Introductory,"Sikhi, commonly known as Sikhism, is a monotheistic religious tradition that was founded by Guru Nanak in late fifteenth-century Panjab in South Asia. Today, Sikhi’s approximately twenty-five to thirty million adherents can be found all over the globe, making it one of the six major religions of the world. Sikhi encompasses several religious, social, economic and political institutions, most of which were established and nurtured by Guru Nanak and his nine successors, known as Sikh Gurus. ",edX
128,https://online-learning.harvard.edu/course/hinduism-through-its-scriptures?delta=1,Hinduism Through Its Scriptures,Humanities,4 weeks long,Free*,Introductory,Ever wondered about the sacred scriptures that have sustained for millennia one of the oldest and most diverse religions of the world - Hinduism? Want to discover the lessons this history may offer mankind in the 21st century?,edX
129,https://online-learning.harvard.edu/course/judaism-through-its-scriptures?delta=2, Judaism Through Its Scriptures,Humanities,4 weeks long,Free*,Introductory,"For over two millennia, Jews throughout the entire world have been committed to reading, interpreting, and living their scriptures. But what are the Jewish scriptures? When were they written? And why are they relevant in the 21st century?",edX
130,https://online-learning.harvard.edu/course/religious-literacy-traditions-and-scriptures?delta=2,Religious Literacy: Traditions and Scriptures,Humanities,4 weeks long,Free*,Introductory,"The study of religion is the study of a rich and fascinating dimension of human experience that includes but goes well beyond beliefs and ritual practices. In this religion course, learners explore case studies about how religions are internally diverse, how they evolve and change through time, and how religions are embedded in all dimensions of human experience. We’ll explore these tenets through the lens of scripture and through themes such as gender and sexuality, art, violence and peace, science, and power and authority.",edX
131,https://online-learning.harvard.edu/course/contractsx-trust-promise-contract?delta=7,Contract Law: From Trust to Promise to Contract,Social Sciences,8 weeks long,Free*,Intermediate,"Learn about contracts from Harvard Law Professor Charles Fried, one of the world’s leading authorities on contract law. Contracts are promises that the law will enforce. But when will the law refuse to honor a promise? What happens when one party does not hold to their part of the deal? This version of the course adds new units on Interpretation, Agency, Partnerships, Corporations, and Government Regulation",edX
132,https://online-learning.harvard.edu/course/mechanical-ventilation-covid-19?delta=0,Mechanical Ventilation for COVID-19,Health & Medicine,1 week long,Free*,Introductory,"This course will help prepare licensed non-ICU hospital clinicians to assist in the operation of a ventilator. Given the increasing number of patients contracting COVID-19 and developing pneumonia, the medical system is, and will continue to be, in dire need of licensed medical professionals who can assist in the operation of mechanical ventilators.",edX
133,https://online-learning.harvard.edu/course/leading-through-digital-disruption?delta=2,Leading Through Digital Disruption,Business,9 weeks long,"$2,150",Introductory,"In a fast-changing, competitive marketplace, leaders are often asked to take on highly visible roles and drive digital disruption. But challenges can arise when the definition of digital isn’t consistent, and when there’s a nagging sense of doubt about what you should be doing to move forward. To stay ahead, leaders must understand how disruption impacts them and develop new capabilities that can drive their own digital transformation.",Other
